Shroud of the Avatar: Forsaken Virtues,2751,"27 Mar, 2018","RPG, Massively Multiplayer, MMORPG, Free to Play, Sandbox, Fantasy, Open World, Singleplayer, Crafting, Early Access, Kickstarter, Deckbuilding, Multiplayer"
Crafting Idle Clicker,409,"4 Jun, 2020","Free to Play, Casual, Indie, Strategy, Simulation, Clicker, Idler, Crafting"
Azuran Tales: Trials,18,"1 Jun, 2018","Action, RPG, Indie, Adventure, Platformer, Hack and Slash, Dark Fantasy, Swordplay, 2.5D, Exploration, 2D, Crafting, Great Soundtrack, Gothic"
Girl Amazon Survival,158,"16 Aug, 2016","Early Access, Indie, Simulation, Action, Adventure, Female Protagonist, Violent, Zombies, Survival, FPS, Horror, Third Person, Third-Person Shooter, First-Person, Multiplayer, Character Customization, Survival Horror, Crafting, Building, Underwater"
Kari,95,"14 Jul, 2020","Adventure, Indie, Singleplayer, Exploration, Third Person, Relaxing, Fantasy, Puzzle, Story Rich, Mythology, 3D, Visual Novel, Magic, Casual, Conversation, Interactive Fiction, Crafting, Female Protagonist, Walking Simulator, Early Access"
War Builder League,157,"19 Jun, 2019","Free to Play, Action, Indie, Early Access, Building, Robots, PvP, Team-Based, Tactical, Multiplayer, Third-Person Shooter, Shooter, Online Co-Op, Strategy, Sandbox, Crafting, Arena Shooter, Physics, Massively Multiplayer, Mature"
Romero's Aftermath,161,"24 Sep, 2015","Free to Play, Zombies, Survival, Open World Survival Craft, Multiplayer, Open World, Action, Shooter, First-Person, Crafting, Co-op, Online Co-Op, Massively Multiplayer, FPS, Adventure, Survival Horror, Sandbox, Singleplayer, Horror, Walking Simulator"
Tap Adventure: Time Travel,865,"3 Mar, 2017","Clicker, Free to Play, Fantasy, 2D, Time Travel, Magic, Adventure, RPG, Dungeon Crawler, Dark Fantasy, Demons, Indie, Crafting, Hand-drawn, Roguelike, Dark, Funny, Gothic, Casual, Mouse only"
Factory Engineer,104,"20 Mar, 2017","Simulation, Strategy, Indie, Sandbox, Building, Inventory Management, Base Building, Resource Management, Management, Automation, Crafting"
Guardians of Orion (Phase 1),3003,"21 Dec, 2016","Action, Dinosaurs, Multiplayer, Co-op, Indie, Shooter, Top-Down Shooter, RPG, Survival, Early Access, Sci-fi, Singleplayer, Third-Person Shooter, Space, FPS, First-Person, Open World, Crafting, Atmospheric, Gore"
Flag Collection,40,"7 Dec, 2020","Indie, Simulation, Education, Diplomacy, Experimental, Board Game, Management, Clicker, Political Sim, God Game, Time Management, 2D, Web Publishing, Choose Your Own Adventure, Design & Illustration, Minimalist, Crafting, Singleplayer, Tabletop"
Farlight Explorers,181,"1 Feb, 2019","Indie, Building, Sandbox, Strategy, Simulation, Space, Crafting, Sci-fi"
CubeGun,315,"21 May, 2014","Free to Play, Sandbox, Multiplayer, Indie, Action, Early Access, Crafting, Building"
NEO 2045,15,"9 Jun, 2021","Adventure, RPG, Massively Multiplayer, Action RPG, Action, Simulation, Action-Adventure, Sandbox, Exploration, 3D, Crafting, Base Building, Sci-fi, Robots, Free to Play"
Azusa RP Online,122,"30 Jan, 2019","RPG, Massively Multiplayer, Indie, Strategy, Pixel Graphics, Open World, Story Rich, Turn-Based, Fantasy, 2D, Anime, Strategy RPG, Online Co-Op, Turn-Based Strategy, Building, Sandbox, Crafting, Survival, Economy, Retro"
Norpon,21,"25 Feb, 2019","Massively Multiplayer, Casual, Action, RPG, Indie, Simulation, Adventure, Strategy, Early Access, Crafting, Open World, Base Building, Turn-Based Strategy, Turn-Based, Building"
SPL: Skilled Pilots Live,11,"1 Dec, 2020","Looter Shooter, Flight, Difficult, Space Sim, 3D, Action, Space, Sci-fi, Loot, Score Attack, Physics, Dark, Combat, Singleplayer, Fast-Paced, Early Access, Indie, Gun Customization, Crafting, Roguelite"
Space Rogue,373,"15 Sep, 2016","Space, Strategy, Survival, Indie, Sandbox, Tactical, Exploration, Simulation, Replay Value, Sci-fi, Roguelike, Singleplayer, Atmospheric, Roguelite, Perma Death, Difficult, Crafting"
Feelin,18,"22 Aug, 2018","Simulation, Indie, Casual, Early Access, Building, Sandbox, Singleplayer, Open World, Base Building, Crafting"
Nether: Resurrected,14176,"5 Jun, 2014","Survival, Open World, Action, Multiplayer, Massively Multiplayer, Post-apocalyptic, Horror, FPS, Zombies, RPG, PvP, First-Person, Survival Horror, Indie, Simulation, Co-op, Adventure, Walking Simulator, Crafting, PvE"
StarsOne,446,"8 Apr, 2016","Indie, Survival, Action, Massively Multiplayer, Sandbox, Early Access, Open World, Crafting, Multiplayer"
Maui,368,"26 Apr, 2016","Free to Play, Adventure, Survival, Multiplayer, Action, Casual, Indie, Open World, Building, Crafting, Singleplayer, Psychological Horror"
Maia,798,"23 Nov, 2018","Colony Sim, Simulation, Strategy, Sci-fi, Indie, Survival, Management, Space, Base Building, Singleplayer, Early Access, Sandbox, Kickstarter, Building, Crafting, RTS, Crowdfunded, Resource Management, 3D, Atmospheric"
Apotheker,19,"20 Nov, 2020","Casual, Puzzle, Management, Singleplayer, Story Rich, Time Management, Inventory Management, Resource Management, Choices Matter, 3D, 2D, Multiple Endings, Conversation, Colorful, Stylized, Choose Your Own Adventure, Immersive Sim, Roguelite, Crafting, Nonlinear"
IKEA VR Pancake Kitchen,217,"29 May, 2017","Hentai, VR, Psychedelic, Bullet Hell, Free to Play, Dragons, Hack and Slash, First-Person, Family Friendly, Arena Shooter, Fantasy, Alternate History, Visual Novel, Fast-Paced, Simulation, Crafting, Physics, Third Person, Casual, Indie"
Deepworld,728,"22 Apr, 2015","Free to Play, Massively Multiplayer, 2D, Adventure, Sandbox, Action, Early Access, RPG, Indie, Steampunk, Survival, Casual, Crafting, Multiplayer"
Lighton: Duo,38,"31 Mar, 2021","Puzzle, Casual, Sokoban, Logic, Difficult, Hand-drawn, Minimalist, 2D, Colorful, Electronic, Family Friendly, Relaxing, Short, Top-Down, Indie, Singleplayer, Cartoon, Memes, Crafting, Education"
Enderal: Forgotten Stories (Special Edition),1920,"2 Apr, 2021","Open World, Action RPG, Exploration, Psychological, Conversation, Emotional, Fantasy, Dark, Dark Fantasy, Combat, Sandbox, Action-Adventure, Archery, 3D, Psychological Horror, RPG, Action, Adventure, Mystery, Crafting"
Farmer's Fairy Tale,11,"30 May, 2021","Farming, RPG, Simulation, Crafting, Adventure, Building, Casual, Farming Sim, Female Protagonist, Colorful, Exploration, Singleplayer, Atmospheric, Resource Management, Third Person, Relaxing, Agriculture, Fantasy, Action, 3D"
ArchiTac,198,"25 Jun, 2020","Free to Play, Adventure, Casual, Indie, Simulation, Multiplayer, Building, Crafting"
Астролорды: Облако Оорта,175,"29 Sep, 2015","Free to Play, Strategy, Indie, Massively Multiplayer, Space, Multiplayer, Sci-fi, Crafting, Exploration"
Fallout 4 - Contraptions Workshop,1176,"20 Jun, 2016","RPG, Sandbox, Post-apocalyptic, Open World, Crafting, Building"
Don´t Spill,12,"11 Jan, 2021","Puzzle, Casual, Resource Management, Medieval, Singleplayer, Third Person, 3D, Simulation, Funny, Experimental, Fantasy, Strategy, Indie, Cartoony, Colorful, Management, Stylized, Time Management, Crafting, Early Access"
Project Genom,1406,"11 Oct, 2016","Massively Multiplayer, Action, RPG, Early Access, Sci-fi, Open World, MMORPG, Indie, Shooter, Third-Person Shooter, Third Person, Crafting, Multiplayer"
Second Star: Prelude,17,"13 Apr, 2021","Adventure, RPG, Sci-fi, Exploration, First-Person, Singleplayer, Story Rich, Choices Matter, Multiple Endings, Puzzle, Realistic, Atmospheric, Choose Your Own Adventure, Indie, Cinematic, 3D, Crafting, CRPG, Futuristic"
Istrolid,2539,"6 May, 2016","Free to Play, Strategy, Building, Space, Multiplayer, Indie, RTS, Sci-fi, Sandbox, 2D, Singleplayer, Pixel Graphics, Crafting, Co-op, Action"
Pixel Piracy,5365,"31 Jul, 2014","Pirates, Action Roguelike, Naval Combat, Pixel Graphics, Indie, RPG, Sandbox, 2D, Open World, Roguelike, Simulation, Adventure, Singleplayer, Action, Side Scroller, Building, Roguelite, Strategy, Survival, Crafting"
War of the Wasteland,12,"1 Sep, 2020","Survival, Third Person, PvP, Multiplayer, Action, Open World, Third-Person Shooter, Post-apocalyptic, Sci-fi, Shooter, Building, Base Building, Indie, Crafting"
Kingdoms of Amalur: Reckoning™,11417,,"RPG, Fantasy, Open World, Singleplayer, Action RPG, Action, Adventure, Third Person, Loot, Story Rich, Magic, Character Customization, Hack and Slash, Exploration, Controller, Sandbox, Atmospheric, Crafting, Female Protagonist, Great Soundtrack"
INFLUXIS,43,"1 Sep, 2020","Early Access, Casual, Open World, Survival, Horror, Open World Survival Craft, Survival Horror, 3D, Colorful, First-Person, Aliens, Atmospheric, Mystery, Nature, Sci-fi, Submarine, Underwater, Crafting, Inventory Management, Singleplayer"
Spellsword Cards: Origins,53,"6 Jun, 2019","Roguelike Deckbuilder, Roguelite, Deckbuilding, Card Battler, Strategy, Indie, Card Game, Adventure, Turn-Based, Replay Value, Mouse only, RPG, Casual, Singleplayer, Turn-Based Strategy, 2D, PvE, Dragons, Crafting, Ninja"
Valguero - ARK Expansion Map,1666,"18 Jun, 2019","Adventure, Massively Multiplayer, Action, RPG, Dinosaurs, Indie, Survival, Violent, Open World, Multiplayer, Singleplayer, PvP, Building, Crafting"
Metaverse Construction Kit,226,"6 Dec, 2015","Free to Play, Sandbox, Building, Simulation, Casual, Indie, Multiplayer, VR, Singleplayer, Crafting"
Spooky Speakeasy,25,"21 Dec, 2020","Casual, Simulation, Management, Immersive Sim, Life Sim, 2D, Cartoon, Colorful, Cute, First-Person, Text-Based, Family Friendly, Funny, Relaxing, Supernatural, Vampire, Zombies, Choices Matter, Crafting, Singleplayer"
Life in Bunker,240,"25 Feb, 2016","Strategy, Simulation, Survival, Base Building, Sandbox, Indie, Management, Post-apocalyptic, Resource Management, Singleplayer, Top-Down, Great Soundtrack, Crafting"
Dying Light: Season Pass,528,"27 Jan, 2015","Action, Zombies, Survival, Open World, Multiplayer, Parkour, RPG, Co-op, First-Person, FPS, Singleplayer, Adventure, Gore, Crafting, Shooter, Horror, Atmospheric"
Second Hand: Frankie's Revenge,86,"31 May, 2019","Action, Indie, Singleplayer, Comedy, Multiplayer, Online Co-Op, Local Multiplayer, Co-op, Local Co-Op, Funny, 4 Player Local, Early Access, Cute, Casual, Family Friendly, Top-Down, Crafting"
Blender,23858,"24 Apr, 2015","Animation & Modeling, Free to Play, Design & Illustration, Game Development, Video Production, Software, 3D, GameMaker, Difficult, Singleplayer, Utilities, Physics, 3D Vision, 2D, Action, Sandbox, Moddable, Psychological Horror, Building, Crafting"
Luxocraft,14,"17 Jul, 2017","Adventure, Free to Play, Indie, Crafting, City Builder, Building"
Passing Pineview Forest,1658,"21 Nov, 2014","Horror, Free to Play, Adventure, Multiplayer, Survival, First-Person, Action, Survival Horror, Indie, Singleplayer, Walking Simulator, Zombies, Psychological Horror, Open World, Co-op, Crafting, Atmospheric, Funny, Nudity, VR"
Data Hacker: Reboot,98,"17 Apr, 2015","Indie, RPG, Adventure, RPGMaker, Anime, Story Rich, Sci-fi, Fantasy, Crafting, JRPG"
Industry Idle - Expansion Pack 1,7,"20 Mar, 2021","Strategy, Free to Play, Simulation, Automation, Base Building, Resource Management, Idler, Transportation, Clicker, City Builder, Hex Grid, Building, Economy, Minimalist, Sandbox, Management, Procedural Generation, Crafting, Capitalism, Survival"
Idle Wasteland - Nuclear Bundle,,"15 Jul, 2021","RPG, Simulation, Crafting, Post-apocalyptic, Pixel Graphics, Clicker, Idler, Auto Battler"
Idle Wasteland - Super Bundle,,"15 Jul, 2021","RPG, Simulation, Crafting, Post-apocalyptic, Clicker, Idler, Auto Battler"
Galactic Crew II,8,"6 May, 2021","Early Access, Casual, Simulation, Strategy, Base Building, Exploration, Space Sim, Roguelike, Strategy RPG, 4X, Colony Sim, Dungeon Crawler, Realistic, Choices Matter, Crafting, Level Editor, Moddable, Procedural Generation, Multiplayer, Singleplayer"
Wilderness,49,"24 Dec, 2020","Adventure, Survival, Open World Survival Craft, 3D, First-Person, Realistic, Third Person, Agriculture, Hunting, Crafting, Base Building, Open World, Inventory Management, Multiplayer, Co-op, Character Customization, Nature, Singleplayer, Simulation, Indie"
CRAFTSMAN,12,"25 Jun, 2021","Crafting, RPG, Sandbox, Building, Casual, Procedural Generation, Adventure, Simulation, Action, Indie, Parody , Open World, Exploration, Choose Your Own Adventure, Colorful, Voxel, Arcade, Survival, Family Friendly, Singleplayer"
Tech Corp.,182,"25 Jul, 2019","Simulation, Strategy, Management, Indie, Casual, Early Access, Economy, Singleplayer, Crafting, Sandbox, Software, Family Friendly, Replay Value, Isometric, Addictive, Great Soundtrack"
Airport Simulator 3: Day & Night,28,"4 Mar, 2021","Casual, Simulation, Strategy, Automobile Sim, Immersive Sim, Life Sim, 3D, 3D Vision, Modern, Crafting, Driving, Singleplayer, Management, Transportation"
Rover Mechanic Simulator - Perseverance Rover DLC,3,"18 Feb, 2021","Indie, Simulation, Building, Singleplayer, Sandbox, Education, Realistic, Science, Mars, Space, Sci-fi, Replay Value, Space Sim, Family Friendly, Difficult, Automation, Crafting"
Better Late Than DEAD,594,"3 Mar, 2016","Survival, Open World, Multiplayer, Crafting, Action, Adventure, Sandbox, Zombies, Co-op, Indie, First-Person, Realistic, Third Person, Singleplayer, FPS, Building, Early Access, Nudity"
Towns,2275,"7 Nov, 2012","City Builder, Indie, Sandbox, Simulation, Strategy, Crafting, Singleplayer, RPG, Survival, Building, Resource Management, Isometric, Pixel Graphics, Zombies, Fantasy, Management, Adventure, Roguelike, Casual"
NightZ,87,"14 Feb, 2017","Multiplayer, PvP, Zombies, Crafting, Building, Action, FPS, Shooter, Co-op, Open World, First-Person, Survival, Indie, Casual, Open World Survival Craft, Survival Horror, Cute, Minimalist, LEGO, Loot"
Craft Craft Craft!,6,"21 Jul, 2021","Crafting, Casual, Medieval, Resource Management, Simulation, Management, Pixel Graphics, Strategy, Immersive Sim, Time Management, Turn-Based Strategy, 2D, Clicker, Colorful, Cute, Relaxing, Linear, Singleplayer, Auto Battler, Life Sim"
Island Raft Survival 2021: Ocean Escape,11,"12 Feb, 2021","3D Platformer, FPS, Collectathon, Fishing, Hunting, Sailing, Action RPG, Action-Adventure, 3D, First-Person, Underwater, Open World, Atmospheric, Crafting, Survival, Inventory Management, Resource Management, Adventure, Singleplayer, Early Access"
The Dome,25,"2 Mar, 2017","Early Access, Survival, Crafting, Multiplayer, Open World, PvP"
Outpost Engineer,6,"8 Jun, 2021","Early Access, Automation, Base Building, Crafting, Mining, Building, Resource Management, Steampunk, Voxel, Procedural Generation, Open World Survival Craft, Family Friendly, Sci-fi, Science, Strategy, Management, Adventure, 3D, PvE, Open World"
Lost Region,168,"15 Jul, 2019","Loot, Action, Adventure, Massively Multiplayer, Simulation, Strategy, Survival, Indie, Early Access, Multiplayer, Violent, Crafting, Open World, RPG, Base Building, Resource Management, First-Person, Building, Post-apocalyptic, PvP"
Kitchen Simulator 2015,77,"2 Sep, 2015","Simulation, Adventure, Strategy, Action, Female Protagonist, Cooking, Psychological Horror, Action-Adventure, Sandbox, Life Sim, Exploration, Time Management, 3D, Cute, First-Person, Crafting, Singleplayer, Violent, Casual, Nudity"
Edge of Space,1930,"17 Sep, 2015","Open World Survival Craft, Sandbox, Indie, Adventure, 2D, Action, Crafting, Space, Sci-fi, RPG, Survival, Multiplayer, Open World, Platformer, Co-op, Building, Early Access, Pixel Graphics, Exploration, Side Scroller"
Siege Survival: Gloria Victis Soundtrack,1,"18 May, 2021","RPG, Indie, Simulation, Survival, Economy, Resource Management, Historical, Medieval, Strategy RPG, Time Management, Choices Matter, Realistic, Crafting, Adventure, Singleplayer"
Idle Wasteland - Pet Slot Bundle,,"15 Jul, 2021","RPG, Simulation, Crafting, Post-apocalyptic, Pixel Graphics, Clicker, Idler, Auto Battler"
REPTRAILS,6,"25 Jun, 2021","Strategy, Simulation, 2D, RTS, Hacking, Political Sim, Dark Humor, Grand Strategy, Artificial Intelligence, Conspiracy, Crafting, Minimalist, Atmospheric, Surreal, Base Building, Combat, Gun Customization, Singleplayer, Indie, Early Access"
3d Engineers,21,"19 Oct, 2015","Simulation, Building, Physics, Crafting, Sandbox, Indie, Moddable"
The Faraway Land,3,"15 Jun, 2021","Early Access, Survival, Open World Survival Craft, Atmospheric, Sandbox, Adventure, Open World, Crafting, Idler, Indie, Singleplayer, Exploration, Fantasy, Magic, 3D, Relaxing, Voxel, Cute, Resource Management, Character Customization"
March of Industry: Very Capitalist Factory Simulator Entertainments,59,"7 Oct, 2015","Indie, Crafting, Simulation, Strategy, Pixel Graphics, Management, Capitalism, Funny, Casual"
猫头鹰和灯塔,7,"11 Jul, 2021","Casual, Word Game, Dark, 3D, Exploration, Puzzle, Crafting, Strategy, Stylized, Drama, Satire, Indie, Story Rich, Text-Based, Singleplayer, Mystery, Atmospheric, Conversation, Creature Collector"
TUG,667,"28 Mar, 2014","Open World Survival Craft, Survival, Sandbox, Adventure, Crafting, Open World, Multiplayer, RPG, Indie, Early Access, Building, Voxel, Singleplayer"
WAR FACTORY,2,"2 Jun, 2021","Simulation, Casual, Sandbox, Idler, Immersive Sim, Wargame, 3D Vision, Minimalist, Top-Down, Automation, Management, Building, Crafting, War, Base Building, Gun Customization, Resource Management, Singleplayer, Strategy, Early Access"
Moonstone Tavern - A Fantasy Tavern Sim!,81,"13 May, 2016","Indie, RPG, Simulation, RPGMaker, Crafting, Sandbox, Open World, Real-Time, Fantasy, Survival Horror, Atmospheric, Action RPG"
Battle for Antares,,"5 Jul, 2021","Strategy, Sci-fi, PvE, Singleplayer, Crafting, Aliens, 2.5D, Combat, Colony Sim"
Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,38,"26 Jan, 2016","RPG, Simulation, Casual, Indie, RPGMaker, Zombies, Open World, Crafting, Survival Horror, Dark, Atmospheric, Sandbox, Action RPG, Pixel Graphics, Post-apocalyptic"
Astral Terra,83,"10 Nov, 2015","Open World Survival Craft, Open World, Survival, Sandbox, Adventure, RPG, Voxel, Early Access, Building, Indie, Crafting, Action, Fantasy, Multiplayer, Procedural Generation, Singleplayer, Magic, Exploration, Mining, Co-op"
Tracks - The Train Set Game: Sci-Fi Pack,4,"26 Jun, 2020","Indie, Racing, Simulation, Sandbox, Building, Open World, Third Person, Crafting, First-Person, Physics, Funny, Realistic"
Deichgraf,9,"19 Apr, 2021","Simulation, 2D, Strategy, Crafting, Resource Management, Building, Immersive Sim, City Builder, Top-Down, Atmospheric, Indie, Management, Singleplayer, Family Friendly, Physics, Colony Sim, Historical, Economy, Base Building, Early Access"
Defenders of the Last Colony,10,"23 Jun, 2016","Indie, Action, Shooter, Top-Down Shooter, Top-Down, Twin Stick Shooter, Arcade, Sci-fi, Co-op, Crafting, Space, Tower Defense, Singleplayer, Arena Shooter"
Rail World,96,"28 Nov, 2018","Free to Play, Simulation, Casual, City Builder, Building, Strategy, Trains, Resource Management, Singleplayer, Clicker, Management, Relaxing, Economy, Crafting, Open World, Time Management, First-Person, Moddable, MOBA"
Masterspace,129,"15 Jun, 2015","Action, Simulation, RPG, Indie, Space, Sandbox, Survival, Crafting"
Skylands,11,"23 Apr, 2018","Adventure, Indie, Casual, Action, Survival, Crafting"
Exile to Death,,"1 Jun, 2018","Action, Indie, Massively Multiplayer, Early Access, RPG, Survival, Adventure, Crafting, Gore, Nudity"
Hard Work,12,"20 Jul, 2018","Strategy, Indie, Simulation, Crafting, Resource Management, Management"
Survival RPG 2: The Temple Ruins,2,"28 Jan, 2021","Adventure, Exploration, Crafting, RPG, Open World Survival Craft, Fantasy, Survival, Pixel Graphics, 2D, Retro, Medieval, Top-Down, Casual, Singleplayer, 1990's, Combat, Action-Adventure, Action RPG, Magic, Resource Management"
SORALAND,4,"24 May, 2021","Strategy, RTS, Management, Building, Survival, City Builder, Simulation, Crafting, Family Friendly, Resource Management, Fantasy, Colony Sim, Action RTS, Third Person, Idler, Clicker, 3D, Character Customization, Controller, Singleplayer"
Puzzle Forge Dungeon,7,"4 Aug, 2020","Early Access, Puzzle, Match 3, Turn-Based Tactics, Dungeon Crawler, Strategy, RPG, Roguelite, Crafting, Fantasy, Tactical, Indie, Medieval, Dark, Funny, Turn-Based Combat, Singleplayer, Difficult, Replay Value, Roguelike"
Age of Survival,71,"25 Aug, 2015","Survival, Simulation, Early Access, Open World, Multiplayer, Crafting, Adventure, Building, Indie, Action, Base Building, Realistic, Sandbox, Survival Horror, Singleplayer, First-Person, Exploration, Hunting, Modern, PvP"
Idle Wasteland - 2x Pet Exp Bundle,,"15 Jul, 2021","RPG, Simulation, Crafting, Post-apocalyptic, Pixel Graphics, Clicker, Idler, Auto Battler"
Minable & Create / ミナクリ,,"17 Jun, 2021","2D, Sandbox, Action RPG, Crafting, Action, Survival, RPG, Procedural Generation, Roguelite, Fantasy, Online Co-Op, Multiplayer, Indie, Early Access, Singleplayer, Co-op"
Realtime Mining Simulator,8,"28 Mar, 2021","Simulation, Farming Sim, First-Person, Realistic, Automation, Relaxing, Management, Economy, Early Access, Indie, Crafting, Singleplayer"
Tropical Escape,23,"15 Feb, 2018","Adventure, Action, Violent, Indie, Open World, Crafting, Building, Singleplayer, Realistic, Survival, Exploration, First-Person"
Fimbul Winter,5,"6 May, 2021","Action, Adventure, Simulation, Strategy, Singleplayer, Atmospheric, Base Building, Building, Crafting, Cute, Indie, FPS, Horror, Old School, Open World, Open World Survival Craft, Realistic, Survival Horror, Zombies, Casual"
Astrodition,2,"25 Jun, 2021","Space, Online Co-Op, Survival, Adventure, Procedural Generation, Exploration, Crafting, Multiple Endings, Open World, Space Sim, Inventory Management, Science, Investigation, Open World Survival Craft, 3D, Physics, PvE, Co-op, Multiplayer, Singleplayer"
Fantasy Blacksmith - Escape From The Forge,7,"7 May, 2021","Indie, Simulation, Singleplayer, Atmospheric, RPG, Management, Open World, Fantasy, Crafting"
Survival RPG 3: Lost in Time,5,"19 Feb, 2021","Pixel Graphics, Retro, RPG, Exploration, Crafting, 2D, Open World Survival Craft, Survival, Time Travel, Top-Down, Dinosaurs, Dragons, Fantasy, Medieval, 1990's, Singleplayer, Old School, Adventure, Action-Adventure, Action RPG"
Age Of Omens,7,"5 Jul, 2019","Early Access, Survival, Crafting, Base Building, Medieval, Fantasy, Magic, Procedural Generation, Exploration, Archery, Swordplay, Hunting, Cooking, Sandbox, Hack and Slash, Action-Adventure, RPG, First-Person, Third Person, Building"
Star Rangers™ XE,120,"6 Jul, 2016","Early Access, Simulation, Adventure, Indie, Survival, Sandbox, Building, Action, Multiplayer, Space, Mars, Crafting, Open World, Sci-fi, RPG, Space Sim, Science, Massively Multiplayer, Casual, Racing"
Item Collector - Pirates,,"10 Jul, 2020","Casual, Card Battler, RPG, Crafting, Strategy, Point & Click, 2D, Isometric, Simulation, Choices Matter, Puzzle, Minimalist, Stylized, Hand-drawn, Adventure, Loot, Singleplayer"
Sunken,31,"26 May, 2016","Action, Indie, RPG, Crafting, Perma Death, Roguelike"
Behind the Horizon,6,"10 Nov, 2020","RPG, Agriculture, Story Rich, Historical, 2D, Romance, Open World, Mystery, Crafting, Character Customization, Narration, Atmospheric, Magic, Farming Sim, Simulation, Multiple Endings, Old School, Singleplayer, Indie"
Descending,10,"14 Nov, 2018","Indie, Early Access, Survival, Crafting, Open World, Base Building"
Niffelheim OST,3,"26 Jul, 2018","Strategy, Action, Adventure, RPG, Indie, Simulation, Building, Survival, Co-op, Crafting, 2D, Atmospheric, Family Friendly"
CooKing,4,"26 Feb, 2021","Cooking, Crafting, Logic, Casual, Atmospheric, Colorful, Funny, Puzzle, 2D, Tutorial, Linear, Memes, Hand-drawn, Family Friendly, Relaxing, Indie, Education, Singleplayer"
Crafty,,"23 May, 2021","Social Deduction, Survival, Crafting, Multiplayer, Cartoony, Third Person, Pirates, Inventory Management, Online Co-Op, Casual, Co-op, Dog, Early Access"
Scrapping Simulator,9,"31 Dec, 2020","Education, Grand Strategy, Exploration, Management, Sandbox, Economy, RPG, Game Development, Strategy, Crafting, First-Person, Cyberpunk, Colorful, Minimalist, Simulation, Resource Management, Singleplayer, Early Access, Casual, Indie"
Last Generation: Survival,7,"17 Jun, 2021","Action, Sandbox, Action-Adventure, Life Sim, Walking Simulator, Shooter, Exploration, Outbreak Sim, Real Time Tactics, FPS, 3D, First-Person, Realistic, Futuristic, Driving, Survival, ATV, Crafting, Logic, Sci-fi"
DIY Life,16,"7 Jun, 2019","Simulation, Indie, Early Access, First-Person, Singleplayer, Racing, Adventure, RPG, Survival, Open World, Building, Crafting, Sandbox, Exploration, Resource Management, Education, Puzzle, Realistic, Difficult"
Shrooms,30,"8 May, 2015","Early Access, Indie, Action, Adventure, RPG, Survival, Female Protagonist, Crafting, PvP, Colorful, Co-op"
Click Space Miner 2,45,"25 Jul, 2019","Free to Play, Indie, Casual, Clicker, Simulation, Colony Sim, Sandbox, Space Sim, 2D, Cyberpunk, Relaxing, Family Friendly, Crafting, Procedural Generation, Resource Management, Singleplayer, Sequel"
BugOut,22,"14 Sep, 2018","Action, Adventure, RPG, Simulation, Indie, Early Access, Survival, Open World, Crafting, Farming"
Demonsions: Industry,4,"22 Apr, 2021","Early Access, Open World Survival Craft, Automation, Mining, Crafting, Base Building, Procedural Generation, Voxel, Survival, Open World, Building, Demons, Creature Collector, Sandbox, Controller, Loot, Sci-fi, Perma Death, Adventure, Action-Adventure"
Doctor Bunny,6,"24 Nov, 2020","Casual, Indie, Management, Crafting, 3D, Cute, Simulation, Funny, Relaxing, Cartoony, Stylized, Family Friendly, Comedy, Co-op, Multiplayer, Online Co-Op, Singleplayer"
Sweetest Thing,1,"25 Jul, 2020","Strategy, Management, Family Friendly, Crafting, Singleplayer, Cartoon, Indie, Casual, Immersive Sim"
Earth Elements,,"18 Feb, 2021","Early Access, Strategy, Crafting, Mining, Colony Sim, Grid-Based Movement, Resource Management, Inventory Management, Management, 2D, 2D Platformer, Pixel Graphics, Base Building, Exploration, Perma Death, Survival, Building, Relaxing, Procedural Generation, Logic"
HIIS,5,"11 Feb, 2021","Exploration, Adventure, Open World, Sandbox, Physics, Simulation, Crafting, Fantasy, Magic, 3D, First-Person, Indie, Stylized, Immersive Sim, Resource Management, Singleplayer"
"Elven Magic: The Witch, The Elf & The Fairy",,"30 Aug, 2018","RPG, Crafting, Fantasy, Hack and Slash, Inventory Management, Singleplayer, Magic, Vampire, Adventure, Top-Down, Early Access, Action RPG, Strategy RPG, Tactical RPG, Third Person, Character Customization, Class-Based, Moddable, Resource Management, Local Multiplayer"
Brickbuilder VR,1,"30 Jun, 2021","Casual, VR, Simulation, Building, Sandbox, Tabletop, Immersive, First-Person, 3D, Crafting, Indie, Early Access, 6DOF, Moddable, Singleplayer, Realistic"
Brutal Inventions,14,"29 Dec, 2019","Action, Strategy, Adventure, Indie, Survival, Crafting, Sandbox, Open World"
Scraftion,2,"11 Jun, 2021","Early Access, Survival Horror, Multiplayer, Crafting, Survival, Open World, Resource Management, Local Multiplayer, Action-Adventure, Local Co-Op, Exploration, First-Person, PvE, Realistic, Colorful, Online Co-Op, Base Building, Simulation, 3D, Dark"
青之镇物语,3,"10 Jul, 2021","Simulation, RPG, Adventure, Casual, Farming Sim, JRPG, Visual Novel, Puzzle, Roguelike, Medical Sim, Puzzle Platformer, Exploration, Sokoban, Crafting, Traditional Roguelike, Singleplayer, Pixel Graphics, Strategy, Romance, Vampire"
Epocria,3,"14 Jul, 2021","Early Access, Action, Adventure, Indie, Open World, Sandbox, Survival, Open World Survival Craft, 2.5D, 2D, Pixel Graphics, Top-Down, Automation, Crafting, Resource Management, Building, Action RPG, Action-Adventure, Family Friendly, Fantasy"
